timestamp,price
2023-04-20 00:04:55,99.5
2023-04-20 00:05:56,99.5
2023-04-20 00:06:58,94.47
2023-04-20 00:07:59,97.86
2023-04-20 00:12:47,98.9
2023-04-20 00:13:49,94.81
2023-04-20 00:14:51,95.5
2023-04-20 00:17:35,98.58
2023-04-20 00:18:36,96.52
